pair,stake_amount,amount,open_date,close_date,open_rate,close_rate,fee_open,fee_close,trade_duration,profit_ratio,profit_abs,sell_reason,initial_stop_loss_abs,initial_stop_loss_ratio,stop_loss_abs,stop_loss_ratio,min_rate,max_rate,is_open,buy_tag,open_timestamp,close_timestamp
SAND/USDT,568.4294426,101.55240694,11/23/21 12:00:00,11/24/21 02:15:00,5.5974,6.168906306306305,0.001,0.001,855,0.0999001,56.84294426,roi,-548.5452,-99.0,0.05608606035021169,-0.989401727069121,5.1723,6.18,False,,1637668800000.0,1637720100000.0
SAND/USDT,587.18761421,94.81779069,11/24/21 04:00:00,11/24/21 06:00:00,6.1928,6.825097897897897,0.001,0.001,120,0.0999001,58.71876142,roi,-606.8944,-99.0,0.062051980186970106,-0.9905620058425525,6.1833,6.85,False,,1637726400000.0,1637733600000.0
SAND/USDT,606.56480548,87.95765802,11/24/21 08:00:00,11/24/21 16:20:00,6.8961,7.600206306306306,0.001,0.001,500,0.0999001,60.65648055,roi,-675.8177999999999,-99.0,0.0690990603902325,-0.9900251092936306,6.573,7.6445,False,,1637740800000.0,1637770800000.0
ROSE/USDT,568.4294426,1348.93908873,11/23/21 16:00:00,11/25/21 01:45:00,0.42139000000000004,0.36913,0.001,0.001,2025,-0.12576834,-71.56192011,stoploss,-41.296220000000005,-99.0,0.004222336258816097,-0.9892465649845509,0.36681,0.444,False,,1637683200000.0,1637804700000.0
SAND/USDT,626.58144406,84.29611388,11/24/21 20:00:00,11/25/21 05:40:00,7.4331,8.192035135135134,0.001,0.001,580,0.0999001,62.65814441,roi,-728.4438,-99.0,0.0744798111712839,-0.9896128791739256,6.8535,8.2,False,,1637784000000.0,1637818800000.0
SAND/USDT,623.64319808,77.30507085,11/25/21 08:00:00,11/25/21 16:15:00,8.0673,7.0725,0.001,0.001,495,-0.12506426,-78.07346779,stoploss,-790.5953999999999,-99.0,0.0808345079497012,-0.9888820031428354,6.98,8.3457,False,,1637827200000.0,1637856900000.0
FTM/USDT,602.96601042,228.9164808,11/25/21 04:00:00,11/25/21 22:15:00,2.634,2.4326,0.001,0.001,1095,-0.07830689,-47.26360747,stoploss,-258.132,-99.0,0.02639273287231875,-0.9893783270797172,2.4171,2.634,False,,1637812800000.0,1637878500000.0
MATIC/USDT,568.4294426,324.81682434,11/24/21 00:00:00,11/25/21 22:35:00,1.75,1.9286786786786787,0.001,0.001,2795,0.0999001,56.84294426,roi,-171.5,-99.0,0.017535035125356285,-0.9895686882062128,1.6480000000000001,1.94,False,,1637712000000.0,1637879700000.0
MATIC/USDT,601.04013485,312.066529,11/26/21 00:00:00,11/26/21 07:40:00,1.9260000000000002,1.802,0.001,0.001,460,-0.06625151,-39.85963362,stoploss,-188.74800000000002,-99.0,0.019298558654843187,-0.9895457428738661,1.788,1.967,False,,1637884800000.0,1637912400000.0
LUNA/USDT,587.88645575,12.84436215,11/28/21 08:00:00,11/29/21 02:05:00,45.77,50.44321321321321,0.001,0.001,1085,0.0999001,58.78864556,roi,-4485.46,-99.0,0.4586163185478534,-0.9899668274218365,44.7,50.78,False,,1638086400000.0,1638151500000.0
LUNA/USDT,607.28670879,11.65841253,11/29/21 20:00:00,11/30/21 14:00:00,52.09,57.408498498498496,0.001,0.001,1080,0.0999001,60.72867087,roi,-5104.820000000001,-99.0,0.5219428454174476,-0.9900487541388475,50.47,57.6,False,,1638216000000.0,1638280800000.0
LUNA/USDT,627.32717017,10.90814067,11/30/21 16:00:00,12/01/21 15:35:00,57.51,63.38189189189188,0.001,0.001,1415,0.0999001,62.73271699,roi,-5635.98,-99.0,0.5762513542497149,-0.989733629890438,55.68,64.18,False,,1638288000000.0,1638372900000.0
MATIC/USDT,627.32717017,324.87165726,12/01/21 08:00:00,12/02/21 00:30:00,1.931,2.128159159159159,0.001,0.001,990,0.0999001,62.73271702,roi,-189.238,-99.0,0.019348658753666672,-0.9900316029089816,1.881,2.15,False,,1638345600000.0,1638405000000.0
LUNA/USDT,648.02896678,10.26499235,12/01/21 16:00:00,12/03/21 06:50:00,63.13,69.5757057057057,0.001,0.001,2330,0.0999001,64.80289671,roi,-6186.740000000001,-99.0,0.6325638669851362,-0.9898660066167072,60.84,69.66,False,,1638374400000.0,1638514200000.0
MATIC/USDT,668.7307634,323.21448207,12/02/21 04:00:00,12/03/21 10:20:00,2.069,2.2802492492492488,0.001,0.001,1820,0.0999001,66.87307634,roi,-202.762,-99.0,0.020731421527049734,-0.9893902653392785,1.948,2.289,False,,1638417600000.0,1638526800000.0
SOL/USDT,668.7307634,2.85623698,12/02/21 20:00:00,12/03/21 16:55:00,234.13,220.09,0.001,0.001,1255,-0.06184487,-41.39892716,stoploss,-22944.739999999998,-99.0,2.345987299005632,-0.9898499229913658,217.86,243.12,False,,1638475200000.0,1638550500000.0
LUNA/USDT,690.11571931,10.05852965,12/03/21 08:00:00,12/03/21 23:50:00,68.61,63.95,0.001,0.001,950,-0.06978243,-48.20610686,stoploss,-6723.78,-99.0,0.6874735770932823,-0.9893777259410803,63.58,70.48,False,,1638518400000.0,1638575400000.0
MATIC/USDT,712.1838345,309.77983232,12/03/21 12:00:00,12/03/21 20:20:00,2.299,2.103,0.001,0.001,500,-0.08708212,-62.08049796,stoploss,-225.302,-99.0,0.023036026144588086,-0.9896699434329201,2.069,2.4,False,,1638532800000.0,1638562800000.0
LUNA/USDT,662.12760895,9.60858524,12/04/21 20:00:00,12/04/21 23:05:00,68.91,75.94585585585584,0.001,0.001,185,0.0999001,66.21276089,roi,-6753.179999999999,-99.0,0.6904795824752581,-0.9903361849898494,68.58,77.3,False,,1638648000000.0,1638659100000.0
LUNA/USDT,683.97782004,9.10634829,12/05/21 00:00:00,12/05/21 19:15:00,75.11,66.22,0.001,0.001,1155,-0.12012126,-82.2424365,stoploss,-7360.78,-99.0,0.7526037077199403,-0.9887855206717339,66.0,78.29,False,,1638662400000.0,1638731700000.0
MATIC/USDT,656.837816,284.46852144,12/07/21 04:00:00,12/08/21 14:40:00,2.309,2.544753753753754,0.001,0.001,2080,0.0999001,65.6837816,roi,-226.282,-99.0,0.02313622634170238,-0.9899582350947472,2.222,2.55,False,,1638849600000.0,1638974400000.0
MATIC/USDT,678.51346393,269.57229397,12/08/21 16:00:00,12/09/21 09:15:00,2.517,2.284,0.001,0.001,1035,-0.09438357,-64.10456108,stoploss,-246.666,-99.0,0.02522039052811459,-0.9890536499443947,2.266,2.539,False,,1638979200000.0,1639041300000.0
NEAR/USDT,678.51346393,72.8879003,12/08/21 20:00:00,12/10/21 20:15:00,9.309,10.259468468468466,0.001,0.001,2895,0.0999001,67.85134639,roi,-912.2819999999999,-99.0,0.09327636682377735,-0.9897958246555325,8.895,10.265,False,,1638993600000.0,1639167300000.0
NEAR/USDT,679.74990308,60.4383305,12/11/21 16:00:00,12/13/21 01:05:00,11.247,10.347,0.001,0.001,1985,-0.08185946,-55.69960276,stoploss,-1102.206,-99.0,0.11269516575942466,-0.9893583412880619,10.309,11.86,False,,1639238400000.0,1639357500000.0
XRP/USDT,661.36903417,727.73881401,12/20/21 04:00:00,12/20/21 08:00:00,0.9088,0.8713000000000001,0.001,0.001,240,-0.04317876,-28.58565339,stoploss,-89.06240000000001,-99.0,0.00910619424124399,-0.9895726620391114,0.8647,0.915,False,,1639972800000.0,1639987200000.0
LUNA/USDT,661.36903417,8.79246257,12/19/21 16:00:00,12/20/21 23:55:00,75.22,82.9001201201201,0.001,0.001,1915,0.0999001,66.13690345,roi,-7371.5599999999995,-99.0,0.7537059096781394,-0.9899223705083816,72.15,83.0,False,,1639929600000.0,1640044500000.0
LUNA/USDT,673.76094669,8.20858853,12/21/21 00:00:00,12/22/21 01:05:00,82.08,90.46054054054053,0.001,0.001,1505,0.0999001,67.37609465,roi,-8043.84,-99.0,0.8224432472330104,-0.9900406484956041,79.52,90.93,False,,1640044800000.0,1640135100000.0
MATIC/USDT,673.76094669,290.790223,12/21/21 08:00:00,12/22/21 04:05:00,2.317,2.5535705705705705,0.001,0.001,1205,0.0999001,67.37609467,roi,-227.06600000000003,-99.0,0.0232163865022931,-0.9899278149664672,2.275,2.5700000000000003,False,,1640073600000.0,1640145900000.0
LUNA/USDT,718.22916916,7.63667378,12/22/21 08:00:00,12/22/21 17:45:00,94.05,87.6,0.001,0.001,585,-0.07044152,-50.64374767,stoploss,-9216.9,-99.0,0.9423828877218162,-0.989681562600221,87.44,98.2,False,,1640160000000.0,1640195100000.0
XRP/USDT,673.76094669,732.26926061,12/21/21 20:00:00,12/23/21 03:50:00,0.9201,1.0140441441441441,0.001,0.001,1910,0.0999001,67.37609467,roi,-90.16980000000001,-99.0,0.009219420465487935,-0.9899908582504745,0.9163,1.0162,False,,1640116800000.0,1640231400000.0
FTM/USDT,695.99505792,443.70461426,12/22/21 04:00:00,12/23/21 06:05:00,1.5686,1.7287573573573574,0.001,0.001,1565,0.0999001,69.59950579,roi,-153.7228,-99.0,0.01571740348250694,-0.989842701639843,1.516,1.73,False,,1640145600000.0,1640239500000.0
NEAR/USDT,746.71868058,57.97955436,12/23/21 04:00:00,12/23/21 12:20:00,12.879,14.193972972972972,0.001,0.001,500,0.0999001,74.67186806,roi,-1262.142,-99.0,0.12904783846754592,-0.9898163006259828,12.117,14.23,False,,1640232000000.0,1640262000000.0
FTM/USDT,746.71868058,430.95670375,12/23/21 08:00:00,12/23/21 18:25:00,1.7327,1.909612312312312,0.001,0.001,625,0.0999001,74.67186806,roi,-169.8046,-99.0,0.017361688772642717,-0.9902022072389149,1.6827,1.92,False,,1640246400000.0,1640283900000.0
